Pick 3 Day,7,30,2002,9,1,0,,
Pick 3 Day,7,31,2002,8,3,6,,
Pick 3 Day,8,1,2002,8,4,8,,
Pick 3 Day,8,2,2002,1,2,6,,
Pick 3 Day,8,3,2002,8,6,3,,
Pick 3 Day,8,5,2002,6,4,2,,
Pick 3 Day,8,6,2002,0,8,8,,
Pick 3 Day,8,7,2002,1,5,8,,
Pick 3 Day,8,8,2002,2,7,0,,
Pick 3 Day,8,9,2002,5,1,9,,
Pick 3 Day,8,10,2002,6,9,0,,
Pick 3 Day,8,12,2002,3,0,8,,
Pick 3 Day,8,13,2002,2,2,2,,
Pick 3 Day,8,14,2002,6,5,0,,
Pick 3 Day,8,15,2002,7,4,3,,
Pick 3 Day,8,16,2002,9,3,3,,
Pick 3 Day,8,17,2002,7,4,7,,
Pick 3 Day,8,19,2002,2,3,8,,
Pick 3 Day,8,20,2002,4,7,8,,
Pick 3 Day,8,21,2002,6,8,5,,
Pick 3 Day,8,22,2002,7,3,7,,
Pick 3 Day,8,23,2002,9,4,0,,
Pick 3 Day,8,24,2002,5,2,0,,
Pick 3 Day,8,26,2002,2,0,7,,
Pick 3 Day,8,27,2002,4,1,5,,
Pick 3 Day,8,28,2002,5,1,8,,
Pick 3 Day,8,29,2002,5,1,4,,
Pick 3 Day,8,30,2002,4,2,4,,
Pick 3 Day,8,31,2002,5,8,5,,
Pick 3 Day,9,2,2002,2,3,5,,
Pick 3 Day,9,3,2002,5,2,6,,
Pick 3 Day,9,4,2002,2,0,2,,
Pick 3 Day,9,5,2002,3,9,0,,
Pick 3 Day,9,6,2002,8,3,4,,
Pick 3 Day,9,7,2002,8,9,3,,
Pick 3 Day,9,9,2002,6,6,0,,
Pick 3 Day,9,10,2002,3,6,1,,
Pick 3 Day,9,11,2002,1,9,9,,
Pick 3 Day,9,12,2002,2,3,4,,
Pick 3 Day,9,13,2002,9,7,2,,
Pick 3 Day,9,14,2002,3,8,5,,
Pick 3 Day,9,16,2002,3,0,8,,
Pick 3 Day,9,17,2002,5,9,6,,
Pick 3 Day,9,18,2002,3,4,9,,
Pick 3 Day,9,19,2002,1,1,9,,
Pick 3 Day,9,20,2002,3,6,1,,
Pick 3 Day,9,21,2002,0,8,7,,
Pick 3 Day,9,23,2002,7,8,2,,
Pick 3 Day,9,24,2002,7,6,9,,
Pick 3 Day,9,25,2002,5,5,8,,
Pick 3 Day,9,26,2002,2,9,6,,
Pick 3 Day,9,27,2002,4,1,9,,
Pick 3 Day,9,28,2002,5,3,9,,
Pick 3 Day,9,30,2002,5,2,1,,
Pick 3 Day,10,1,2002,6,2,8,,
Pick 3 Day,10,2,2002,0,8,2,,
Pick 3 Day,10,3,2002,4,8,2,,
Pick 3 Day,10,4,2002,7,6,2,,
Pick 3 Day,10,5,2002,1,8,8,,
Pick 3 Day,10,7,2002,8,1,1,,
Pick 3 Day,10,8,2002,4,3,8,,
Pick 3 Day,10,9,2002,1,6,4,,
Pick 3 Day,10,10,2002,2,4,3,,
Pick 3 Day,10,11,2002,9,9,4,,
Pick 3 Day,10,12,2002,5,2,6,,
Pick 3 Day,10,14,2002,1,5,4,,
Pick 3 Day,10,15,2002,1,6,5,,
Pick 3 Day,10,16,2002,5,8,5,,
Pick 3 Day,10,17,2002,0,4,6,,
Pick 3 Day,10,18,2002,4,7,6,,
Pick 3 Day,10,19,2002,1,0,7,,
Pick 3 Day,10,21,2002,2,9,1,,
Pick 3 Day,10,22,2002,6,9,5,,
Pick 3 Day,10,23,2002,0,4,7,,
Pick 3 Day,10,24,2002,5,4,7,,
Pick 3 Day,10,25,2002,1,2,4,,
Pick 3 Day,10,26,2002,7,5,7,,
Pick 3 Day,10,28,2002,4,0,9,,
Pick 3 Day,10,29,2002,2,9,9,,
Pick 3 Day,10,30,2002,6,8,2,,
Pick 3 Day,10,31,2002,1,0,0,,
Pick 3 Day,11,1,2002,8,6,0,,
Pick 3 Day,11,2,2002,7,4,4,,
Pick 3 Day,11,4,2002,2,5,4,,
Pick 3 Day,11,5,2002,5,2,7,,
Pick 3 Day,11,6,2002,7,2,0,,
Pick 3 Day,11,7,2002,4,3,5,,
Pick 3 Day,11,8,2002,2,5,6,,
Pick 3 Day,11,9,2002,4,4,4,,
Pick 3 Day,11,11,2002,8,7,7,,
Pick 3 Day,11,12,2002,8,3,3,,
Pick 3 Day,11,13,2002,1,3,4,,
Pick 3 Day,11,14,2002,7,6,9,,
Pick 3 Day,11,15,2002,2,2,7,,
Pick 3 Day,11,16,2002,1,9,1,,
Pick 3 Day,11,18,2002,4,5,5,,
Pick 3 Day,11,19,2002,9,8,2,,
Pick 3 Day,11,20,2002,8,9,0,,
Pick 3 Day,11,21,2002,2,0,1,,
Pick 3 Day,11,22,2002,8,1,6,,
Pick 3 Day,11,23,2002,8,5,8,,
Pick 3 Day,11,25,2002,1,8,1,,
Pick 3 Day,11,26,2002,6,9,6,,
Pick 3 Day,11,27,2002,4,7,9,,
Pick 3 Day,11,28,2002,9,0,1,,
Pick 3 Day,11,29,2002,0,1,2,,
Pick 3 Day,11,30,2002,9,8,5,,
Pick 3 Day,12,2,2002,1,3,2,,
Pick 3 Day,12,3,2002,1,3,8,,
Pick 3 Day,12,4,2002,3,3,5,,
Pick 3 Day,12,5,2002,8,0,6,,
Pick 3 Day,12,6,2002,9,7,6,,
Pick 3 Day,12,7,2002,9,7,8,,
Pick 3 Day,12,9,2002,1,9,0,,
Pick 3 Day,12,10,2002,5,4,5,,
Pick 3 Day,12,11,2002,0,2,0,,
Pick 3 Day,12,12,2002,1,0,0,,
Pick 3 Day,12,13,2002,0,9,5,,
Pick 3 Day,12,14,2002,5,8,5,,
Pick 3 Day,12,16,2002,2,0,5,,
Pick 3 Day,12,17,2002,7,7,9,,
Pick 3 Day,12,18,2002,9,6,7,,
Pick 3 Day,12,19,2002,2,9,5,,
Pick 3 Day,12,20,2002,2,3,4,,
Pick 3 Day,12,21,2002,6,3,1,,
Pick 3 Day,12,23,2002,3,6,5,,
Pick 3 Day,12,24,2002,7,0,5,,
Pick 3 Day,12,25,2002,0,6,3,,
Pick 3 Day,12,26,2002,5,9,4,,
Pick 3 Day,12,27,2002,7,8,6,,
Pick 3 Day,12,28,2002,0,1,0,,
Pick 3 Day,12,30,2002,8,5,9,,
Pick 3 Day,12,31,2002,7,9,7,,
Pick 3 Day,1,1,2003,9,6,7,,
Pick 3 Day,1,2,2003,1,8,7,,
Pick 3 Day,1,3,2003,1,4,7,,
Pick 3 Day,1,4,2003,0,9,5,,
Pick 3 Day,1,6,2003,3,7,3,,
Pick 3 Day,1,7,2003,4,1,4,,
Pick 3 Day,1,8,2003,6,7,2,,
Pick 3 Day,1,9,2003,1,8,4,,
Pick 3 Day,1,10,2003,9,7,7,,
Pick 3 Day,1,11,2003,4,2,7,,
Pick 3 Day,1,13,2003,4,7,2,,
Pick 3 Day,1,14,2003,1,9,9,,
Pick 3 Day,1,15,2003,2,9,1,,
Pick 3 Day,1,16,2003,4,9,8,,
Pick 3 Day,1,17,2003,8,3,6,,
Pick 3 Day,1,18,2003,8,1,0,,
Pick 3 Day,1,20,2003,6,2,0,,
Pick 3 Day,1,21,2003,7,0,7,,
Pick 3 Day,1,22,2003,7,7,9,,
Pick 3 Day,1,23,2003,9,1,3,,
Pick 3 Day,1,24,2003,3,7,0,,
Pick 3 Day,1,25,2003,1,9,9,,
Pick 3 Day,1,27,2003,0,5,6,,
Pick 3 Day,1,28,2003,9,7,7,,
Pick 3 Day,1,29,2003,4,4,1,,
Pick 3 Day,1,30,2003,0,7,5,,
Pick 3 Day,1,31,2003,2,6,7,,
Pick 3 Day,2,1,2003,1,8,2,,
Pick 3 Day,2,3,2003,7,5,1,,
Pick 3 Day,2,4,2003,7,6,0,,
Pick 3 Day,2,5,2003,8,4,5,,
Pick 3 Day,2,6,2003,3,9,4,,
Pick 3 Day,2,7,2003,2,2,6,,
Pick 3 Day,2,8,2003,1,0,2,,
Pick 3 Day,2,10,2003,6,7,1,,
Pick 3 Day,2,11,2003,6,5,7,,
Pick 3 Day,2,12,2003,3,0,8,,
Pick 3 Day,2,13,2003,3,0,5,,
Pick 3 Day,2,14,2003,6,5,0,,
Pick 3 Day,2,15,2003,1,7,0,,
Pick 3 Day,2,17,2003,2,5,9,,
Pick 3 Day,2,18,2003,1,7,9,,
Pick 3 Day,2,19,2003,0,5,8,,
Pick 3 Day,2,20,2003,4,4,3,,
Pick 3 Day,2,21,2003,4,6,2,,
Pick 3 Day,2,22,2003,4,4,9,,
Pick 3 Day,2,24,2003,9,8,7,,
Pick 3 Day,2,25,2003,1,6,6,,
Pick 3 Day,2,26,2003,4,4,4,,
Pick 3 Day,2,27,2003,3,2,1,,
Pick 3 Day,2,28,2003,7,7,3,,
Pick 3 Day,3,1,2003,6,9,3,,
Pick 3 Day,3,3,2003,4,7,4,,
Pick 3 Day,3,4,2003,1,0,8,,
Pick 3 Day,3,5,2003,5,6,6,,
Pick 3 Day,3,6,2003,9,4,6,,
Pick 3 Day,3,7,2003,0,7,2,,
Pick 3 Day,3,8,2003,8,3,8,,
Pick 3 Day,3,10,2003,1,7,2,,
Pick 3 Day,3,11,2003,5,8,6,,
Pick 3 Day,3,12,2003,6,1,7,,
Pick 3 Day,3,13,2003,6,8,4,,
Pick 3 Day,3,14,2003,9,9,7,,
Pick 3 Day,3,15,2003,9,7,2,,
Pick 3 Day,3,17,2003,8,0,1,,
Pick 3 Day,3,18,2003,8,1,8,,
Pick 3 Day,3,19,2003,0,2,3,,
Pick 3 Day,3,20,2003,3,2,5,,
Pick 3 Day,3,21,2003,3,3,9,,
Pick 3 Day,3,22,2003,5,1,6,,
Pick 3 Day,3,24,2003,0,0,2,,
Pick 3 Day,3,25,2003,0,6,8,,
Pick 3 Day,3,26,2003,9,1,8,,
Pick 3 Day,3,27,2003,1,9,0,,
Pick 3 Day,3,28,2003,7,8,8,,
Pick 3 Day,3,29,2003,2,7,1,,
Pick 3 Day,3,31,2003,9,2,2,,
Pick 3 Day,4,1,2003,6,9,2,,
Pick 3 Day,4,2,2003,7,3,8,,
Pick 3 Day,4,3,2003,1,0,7,,
Pick 3 Day,4,4,2003,7,1,7,,
Pick 3 Day,4,5,2003,8,4,0,,
Pick 3 Day,4,7,2003,2,4,8,,
Pick 3 Day,4,8,2003,4,8,7,,
Pick 3 Day,4,9,2003,7,7,7,,
Pick 3 Day,4,10,2003,9,5,9,,
Pick 3 Day,4,11,2003,4,3,0,,
Pick 3 Day,4,12,2003,5,5,3,,
Pick 3 Day,4,14,2003,7,9,6,,
Pick 3 Day,4,15,2003,6,3,3,,
Pick 3 Day,4,16,2003,2,1,9,,
Pick 3 Day,4,17,2003,1,8,1,,
Pick 3 Day,4,18,2003,6,4,1,,
Pick 3 Day,4,19,2003,7,6,5,,
Pick 3 Day,4,21,2003,1,5,3,,
Pick 3 Day,4,22,2003,3,8,7,,
Pick 3 Day,4,23,2003,1,1,3,,
Pick 3 Day,4,24,2003,4,1,9,,
Pick 3 Day,4,25,2003,5,5,0,,
Pick 3 Day,4,26,2003,6,6,2,,
Pick 3 Day,4,28,2003,7,4,5,,
Pick 3 Day,4,29,2003,1,1,3,,
Pick 3 Day,4,30,2003,9,8,1,,
Pick 3 Day,5,1,2003,2,5,0,,
Pick 3 Day,5,2,2003,0,1,9,,
Pick 3 Day,5,3,2003,3,8,1,,
Pick 3 Day,5,5,2003,8,7,8,,
Pick 3 Day,5,6,2003,2,8,7,,
Pick 3 Day,5,7,2003,5,4,0,,
Pick 3 Day,5,8,2003,1,3,3,,
Pick 3 Day,5,9,2003,5,8,4,,
Pick 3 Day,5,10,2003,2,2,7,,
Pick 3 Day,5,12,2003,6,8,7,,
Pick 3 Day,5,13,2003,2,8,0,,
Pick 3 Day,5,14,2003,7,9,0,,
Pick 3 Day,5,15,2003,9,4,6,,
Pick 3 Day,5,16,2003,3,4,0,,
Pick 3 Day,5,17,2003,7,2,9,,
Pick 3 Day,5,19,2003,6,5,7,,
Pick 3 Day,5,20,2003,8,1,1,,
Pick 3 Day,5,21,2003,8,1,6,,
Pick 3 Day,5,22,2003,8,6,7,,
Pick 3 Day,5,23,2003,2,6,0,,
Pick 3 Day,5,24,2003,3,5,7,,
Pick 3 Day,5,26,2003,8,4,9,,
Pick 3 Day,5,27,2003,9,6,4,,
Pick 3 Day,5,28,2003,5,3,3,,
Pick 3 Day,5,29,2003,4,7,7,,
Pick 3 Day,5,30,2003,2,2,9,,
Pick 3 Day,5,31,2003,7,7,8,,
Pick 3 Day,6,2,2003,9,6,4,,
Pick 3 Day,6,3,2003,2,5,4,,
Pick 3 Day,6,4,2003,6,0,2,,
Pick 3 Day,6,5,2003,6,0,1,,
Pick 3 Day,6,6,2003,6,7,8,,
Pick 3 Day,6,7,2003,6,9,6,,
Pick 3 Day,6,9,2003,8,9,1,,
Pick 3 Day,6,10,2003,0,5,5,,
Pick 3 Day,6,11,2003,7,4,8,,
Pick 3 Day,6,12,2003,8,8,7,,
Pick 3 Day,6,13,2003,9,6,2,,
Pick 3 Day,6,14,2003,9,2,8,,
Pick 3 Day,6,16,2003,3,4,0,,
Pick 3 Day,6,17,2003,9,1,7,,
Pick 3 Day,6,18,2003,8,8,8,,
Pick 3 Day,6,19,2003,4,6,9,,
Pick 3 Day,6,20,2003,3,9,3,,
Pick 3 Day,6,21,2003,1,7,6,,
Pick 3 Day,6,23,2003,7,9,3,,
Pick 3 Day,6,24,2003,4,9,6,,
Pick 3 Day,6,25,2003,6,5,1,,
Pick 3 Day,6,26,2003,8,0,7,,
Pick 3 Day,6,27,2003,5,8,1,,
Pick 3 Day,6,28,2003,5,6,9,,
Pick 3 Day,6,30,2003,1,4,6,,
Pick 3 Day,7,1,2003,7,8,2,,
Pick 3 Day,7,2,2003,2,1,9,,
Pick 3 Day,7,3,2003,9,5,7,,
Pick 3 Day,7,4,2003,0,8,2,,
Pick 3 Day,7,5,2003,8,0,1,,
Pick 3 Day,7,7,2003,4,2,4,,
Pick 3 Day,7,8,2003,9,9,3,,
Pick 3 Day,7,9,2003,7,8,4,,
Pick 3 Day,7,10,2003,4,8,5,,
Pick 3 Day,7,11,2003,6,5,9,,
Pick 3 Day,7,12,2003,4,3,6,,
Pick 3 Day,7,14,2003,7,0,6,,
Pick 3 Day,7,15,2003,1,7,1,,
Pick 3 Day,7,16,2003,2,0,8,,
Pick 3 Day,7,17,2003,6,3,7,,
Pick 3 Day,7,18,2003,3,7,2,,
Pick 3 Day,7,19,2003,3,8,7,,
Pick 3 Day,7,21,2003,4,0,0,,
Pick 3 Day,7,22,2003,8,4,1,,
Pick 3 Day,7,23,2003,2,7,2,,
Pick 3 Day,7,24,2003,8,4,0,,
Pick 3 Day,7,25,2003,1,7,4,,
Pick 3 Day,7,26,2003,3,4,7,,
Pick 3 Day,7,28,2003,4,5,1,,
Pick 3 Day,7,29,2003,0,6,2,,
Pick 3 Day,7,30,2003,2,7,7,,
Pick 3 Day,7,31,2003,1,7,1,,
Pick 3 Day,8,1,2003,8,5,1,,
Pick 3 Day,8,2,2003,2,5,9,,
Pick 3 Day,8,4,2003,2,1,6,,
Pick 3 Day,8,5,2003,2,4,9,,
Pick 3 Day,8,6,2003,8,6,8,,
Pick 3 Day,8,7,2003,8,3,7,,
Pick 3 Day,8,8,2003,3,8,0,,
Pick 3 Day,8,9,2003,1,6,4,,
Pick 3 Day,8,11,2003,0,6,0,,
Pick 3 Day,8,12,2003,5,2,4,,
Pick 3 Day,8,13,2003,2,9,4,,
Pick 3 Day,8,14,2003,3,9,4,,
Pick 3 Day,8,15,2003,2,3,7,,
Pick 3 Day,8,16,2003,9,1,2,,
Pick 3 Day,8,18,2003,7,0,1,,
Pick 3 Day,8,19,2003,4,3,3,,
Pick 3 Day,8,20,2003,6,3,7,,
Pick 3 Day,8,21,2003,2,0,7,,
Pick 3 Day,8,22,2003,6,1,2,,
Pick 3 Day,8,23,2003,2,9,5,,
Pick 3 Day,8,25,2003,6,5,0,,
Pick 3 Day,8,26,2003,3,9,6,,
Pick 3 Day,8,27,2003,5,9,0,,
Pick 3 Day,8,28,2003,9,5,7,,
Pick 3 Day,8,29,2003,0,2,1,,
Pick 3 Day,8,30,2003,1,7,5,,
Pick 3 Day,9,1,2003,9,5,4,,
Pick 3 Day,9,2,2003,9,4,0,,
Pick 3 Day,9,3,2003,1,6,0,,
Pick 3 Day,9,4,2003,6,4,0,,
Pick 3 Day,9,5,2003,9,7,0,,
Pick 3 Day,9,6,2003,4,0,2,,
Pick 3 Day,9,8,2003,7,6,9,,
Pick 3 Day,9,9,2003,1,1,4,,
Pick 3 Day,9,10,2003,1,9,3,,
Pick 3 Day,9,11,2003,6,2,0,,
Pick 3 Day,9,12,2003,4,4,7,,
Pick 3 Day,9,13,2003,3,8,1,,
Pick 3 Day,9,15,2003,5,2,3,,
Pick 3 Day,9,16,2003,5,1,4,,
Pick 3 Day,9,17,2003,1,7,9,,
Pick 3 Day,9,18,2003,0,7,3,,
Pick 3 Day,9,19,2003,0,1,3,,
Pick 3 Day,9,20,2003,9,4,3,,
Pick 3 Day,9,22,2003,9,0,6,,
Pick 3 Day,9,23,2003,4,9,4,,
Pick 3 Day,9,24,2003,4,7,1,,
Pick 3 Day,9,25,2003,9,4,6,,
Pick 3 Day,9,26,2003,2,5,8,,
Pick 3 Day,9,27,2003,9,3,7,,
Pick 3 Day,9,29,2003,5,0,2,,
Pick 3 Day,9,30,2003,2,5,0,,
Pick 3 Day,10,1,2003,5,6,3,,
Pick 3 Day,10,2,2003,1,7,9,,
Pick 3 Day,10,3,2003,1,7,9,,
Pick 3 Day,10,4,2003,3,1,9,,
Pick 3 Day,10,6,2003,2,7,7,,
Pick 3 Day,10,7,2003,8,3,6,,
Pick 3 Day,10,8,2003,5,9,4,,
Pick 3 Day,10,9,2003,8,8,6,,
Pick 3 Day,10,10,2003,4,1,7,,
Pick 3 Day,10,11,2003,0,6,1,,
Pick 3 Day,10,13,2003,5,8,9,,
Pick 3 Day,10,14,2003,6,6,7,,
Pick 3 Day,10,15,2003,7,5,6,,
Pick 3 Day,10,16,2003,9,6,6,,
Pick 3 Day,10,17,2003,8,5,7,,
Pick 3 Day,10,18,2003,6,7,4,,
Pick 3 Day,10,20,2003,0,8,5,,
Pick 3 Day,10,21,2003,0,9,3,,
Pick 3 Day,10,22,2003,3,3,9,,
Pick 3 Day,10,23,2003,3,0,9,,
Pick 3 Day,10,24,2003,5,8,7,,
Pick 3 Day,10,25,2003,7,2,5,,
Pick 3 Day,10,27,2003,1,5,1,,
Pick 3 Day,10,28,2003,6,5,6,,
Pick 3 Day,10,29,2003,6,1,3,,
Pick 3 Day,10,30,2003,9,6,7,,
Pick 3 Day,10,31,2003,3,4,8,,
Pick 3 Day,11,1,2003,3,4,8,,
Pick 3 Day,11,3,2003,1,1,0,,
Pick 3 Day,11,4,2003,3,8,9,,
Pick 3 Day,11,5,2003,6,8,9,,
Pick 3 Day,11,6,2003,3,9,2,,
Pick 3 Day,11,7,2003,2,2,2,,
Pick 3 Day,11,8,2003,9,8,4,,
Pick 3 Day,11,10,2003,9,7,8,,
Pick 3 Day,11,11,2003,9,2,6,,
Pick 3 Day,11,12,2003,6,0,2,,
Pick 3 Day,11,13,2003,5,8,9,,
Pick 3 Day,11,14,2003,1,1,2,,
Pick 3 Day,11,15,2003,5,9,1,,
Pick 3 Day,11,17,2003,9,4,0,,
Pick 3 Day,11,18,2003,5,8,7,,
Pick 3 Day,11,19,2003,7,5,8,,
Pick 3 Day,11,20,2003,0,7,6,,
Pick 3 Day,11,21,2003,3,4,2,,
Pick 3 Day,11,22,2003,6,0,7,,
Pick 3 Day,11,24,2003,2,2,8,,
Pick 3 Day,11,25,2003,7,0,0,,
Pick 3 Day,11,26,2003,0,7,3,,
Pick 3 Day,11,27,2003,0,8,0,,
Pick 3 Day,11,28,2003,2,4,3,,
Pick 3 Day,11,29,2003,4,4,0,,
Pick 3 Day,12,1,2003,4,7,8,,
Pick 3 Day,12,2,2003,9,7,4,,
Pick 3 Day,12,3,2003,6,4,5,,
Pick 3 Day,12,4,2003,4,5,3,,
Pick 3 Day,12,5,2003,7,4,3,,
Pick 3 Day,12,6,2003,2,8,7,,
Pick 3 Day,12,8,2003,2,6,5,,
Pick 3 Day,12,9,2003,9,8,5,,
Pick 3 Day,12,10,2003,1,6,8,,
Pick 3 Day,12,11,2003,3,8,9,,
Pick 3 Day,12,12,2003,5,4,2,,
Pick 3 Day,12,13,2003,8,4,9,,
Pick 3 Day,12,15,2003,7,9,1,,
Pick 3 Day,12,16,2003,7,3,7,,
Pick 3 Day,12,17,2003,7,3,7,,
Pick 3 Day,12,18,2003,7,5,6,,
Pick 3 Day,12,19,2003,2,6,4,,
Pick 3 Day,12,20,2003,0,3,5,,
Pick 3 Day,12,22,2003,8,6,2,,
Pick 3 Day,12,23,2003,2,2,5,,
Pick 3 Day,12,24,2003,5,9,2,,
Pick 3 Day,12,25,2003,8,4,1,,
Pick 3 Day,12,26,2003,9,3,1,,
Pick 3 Day,12,27,2003,2,4,0,,
Pick 3 Day,12,29,2003,7,2,8,,
Pick 3 Day,12,30,2003,8,6,4,,
Pick 3 Day,12,31,2003,7,3,9,,
Pick 3 Day,1,1,2004,6,5,4,,
Pick 3 Day,1,2,2004,3,9,6,,
Pick 3 Day,1,3,2004,8,5,2,,
Pick 3 Day,1,5,2004,1,3,0,,
Pick 3 Day,1,6,2004,0,2,5,,
Pick 3 Day,1,7,2004,2,4,0,,
Pick 3 Day,1,8,2004,0,5,7,,
Pick 3 Day,1,9,2004,4,7,5,,
Pick 3 Day,1,10,2004,4,5,9,,
Pick 3 Day,1,12,2004,7,5,0,,
Pick 3 Day,1,13,2004,6,7,2,,
Pick 3 Day,1,14,2004,3,1,2,,
Pick 3 Day,1,15,2004,2,8,4,,
Pick 3 Day,1,16,2004,5,8,2,,
Pick 3 Day,1,17,2004,4,0,7,,
Pick 3 Day,1,19,2004,1,0,1,,
Pick 3 Day,1,20,2004,1,7,5,,
Pick 3 Day,1,21,2004,0,6,1,,
Pick 3 Day,1,22,2004,4,5,2,,
Pick 3 Day,1,23,2004,2,1,1,,
Pick 3 Day,1,24,2004,5,4,0,,
Pick 3 Day,1,26,2004,7,6,4,,
Pick 3 Day,1,27,2004,8,5,1,,
Pick 3 Day,1,28,2004,4,3,3,,
Pick 3 Day,1,29,2004,5,1,6,,
Pick 3 Day,1,30,2004,6,0,0,,
Pick 3 Day,1,31,2004,5,2,4,,
Pick 3 Day,2,2,2004,7,0,5,,
Pick 3 Day,2,3,2004,2,8,4,,
Pick 3 Day,2,4,2004,1,9,2,,
Pick 3 Day,2,5,2004,4,4,6,,
Pick 3 Day,2,6,2004,8,8,5,,
Pick 3 Day,2,7,2004,1,4,0,,
Pick 3 Day,2,9,2004,3,4,8,,
Pick 3 Day,2,10,2004,8,7,7,,
Pick 3 Day,2,11,2004,4,3,8,,
Pick 3 Day,2,12,2004,9,1,4,,
Pick 3 Day,2,13,2004,1,5,4,,
Pick 3 Day,2,14,2004,3,1,6,,
Pick 3 Day,2,16,2004,2,7,8,,
Pick 3 Day,2,17,2004,1,2,7,,
Pick 3 Day,2,18,2004,8,2,8,,
Pick 3 Day,2,19,2004,6,2,8,,
Pick 3 Day,2,20,2004,5,5,5,,
Pick 3 Day,2,21,2004,5,6,3,,
Pick 3 Day,2,23,2004,0,0,9,,
Pick 3 Day,2,24,2004,8,4,8,,
Pick 3 Day,2,25,2004,6,8,1,,
Pick 3 Day,2,26,2004,7,4,9,,
Pick 3 Day,2,27,2004,8,4,9,,
Pick 3 Day,2,28,2004,7,8,8,,
Pick 3 Day,3,1,2004,6,8,5,,
Pick 3 Day,3,2,2004,3,5,1,,
Pick 3 Day,3,3,2004,3,7,6,,
Pick 3 Day,3,4,2004,5,2,8,,
Pick 3 Day,3,5,2004,7,9,0,,
Pick 3 Day,3,6,2004,9,1,1,,
Pick 3 Day,3,8,2004,0,7,7,,
